title,star,comments
捕風追影,5.0,非常推！之前在線上已經兩刷了 知道台灣會上映後馬上去三刷 後面有時間還打算四刷 真的超級好看 內容很有趣 超級推薦看！
捕風追影,5.0,"反派角色是這部戲的亮點 養子團打戲真材實料
梁家輝 文俊輝 帥氣"
捕風追影,5.0,和女友去電影看完後，覺得成龍和梁家輝2位頭兒的氣場和實打實的動作交鋒真的很過癮，再搭上現今的AI辨識分析技術，一整個看下來真的過癮！
捕風追影,4.0,還的是成龍大哥 小時候真的喜歡的演的電影😂😂
捕風追影,5.0,果然，成龍加入的電影真的不錯看！有加入AI與特效
捕風追影,5.0,真的很好看 沒冷場
捕風追影,5.0,"無冷場,動作場面依然精彩"
捕風追影,5.0,這好看
捕風追影,4.5,好看，沒冷場。
捕風追影,5.0,"真的很推！！
老演員和新生代演員對打動作精彩"
捕風追影,5.0,"一起期待能在台上映
終於得償所願
真的非常好看
大推大推！！！"
捕風追影,5.0,打戲超多超好看，兩大主演成龍跟梁家輝氣場超強大
捕風追影,4.5,好看沒冷場
捕風追影,4.5,"我覺得超好看的！
劇情很緊湊 刺激，有留下伏筆
值得一看"
捕風追影,5.0,這好看，可看
捕風追影,5.0,節奏緊湊 劇情很棒 沒有冷場
捕風追影,5.0,為了影帝梁家輝～趕緊衝戲院～就是讚啦👍
捕風追影,5.0,超好看
捕風追影,4.5,"梁家輝跟成龍兩大影帝同台飆戲
完全值得去影廳細細品嚐
只可惜粵語的場次太少了"
捕風追影,5.0,很好看
捕風追影,4.5,今天去威秀看捕風捉影，本來以為都很少人看結果幾乎滿的，這部應該算是近期最好看的中國電影，劇情流暢、緊湊幾乎沒冷場，但場次真的太少！
捕風追影,5.0,"太好看了
只是百思不解
為什麼場次這麼少"
捕風追影,5.0,是警匪片最好看的，期待續集！
捕風追影,5.0,不錯看
捕風追影,5.0,場次很少，也沒看到什麼宣傳。因為看評價蠻高的，決定去看。比想像好看很多，大陸還是香港好像上映蠻久了，台灣幾乎沒看到宣傳。算動作爽片，全程幾乎無冷場，梁家輝演技真的值得看，成龍也是好久沒看到了！
再見UFO,5.0,電影把香港最美的樣子留下來了，海景很漂亮，有空一定去看看！碰巧遇到導演出席的場，才知道原來當年當地真的有許多人看見UFO，對他們來說，UFO不是寓言而是回憶，覺得很有趣！
末路雙嬌,1.0,節奏太慢，水準不高
末路雙嬌,5.0,好看🤩
末路雙嬌,4.5,看完還會有點緊張的感覺
犯罪101,4.0,"想看動作爽片可能要失望了…..
因為它是一部值得細細品味的電影，
有刺激，有浪漫，有人性，有黑暗，還有陽光，
整部行雲流水，水準之上。"
犯罪101,5.0,"我覺得這部很有深度ㄟ👍 不是無腦爽片
有故事、寫實的犯罪懸疑電影，很好看。
有美國犯罪影集的感覺
在每個體系下不得不妥協的無奈感
最後結局我喜歡💕❤️❤️"
犯罪101,4.5,好看。有雷雷及綠巨人。
犯罪101,5.0,滿刺激的，自己覺得滿好看的，可惜看的人好像不多
犯罪101,5.0,我覺得蠻好看的，很多人說看不懂，那我來解說一下好了，看到男主角是雷神超帥，他因為從小家裡很窮，所以他覺得他只能幫人搶珠寶當搶匪的工作，之後卻被自己信任的人黑吃黑，最後警官也想幫助一位做保險的女生，把真的鑽石送給她，警官也放雷神走，最後雷神送警官一台老車，警官還很開心，我覺得劇情還算不錯，而且那位警官去練瑜珈好好笑，那邊我還一直笑，在追車的過程還蠻刺激的🤭
犯罪101,4.0,還不錯看，但劇情還是不太夠緊湊，2小時20分演這些內容太拖戲，那段跟主題無關的愛情約會若刪掉會更流暢，若縮短到100分鐘就很刺激了。
犯罪101,4.0,怎麼有羊駝一直吐口水🦙💦
犯罪101,5.0,比想像中好看！演員演技精湛，劇情緊湊有深度，走出電影院仍令人回味無窮
犯罪101,3.5,"劇情還可以
但背景音樂滿會製造氣氛的"
犯罪101,3.5,劇情中規中矩，結局皆大歡喜，不算特別出彩，不過能夠看到一堆大明星也就夠了
犯罪101,4.5,很值得細品的一部作品 雖然不是爽片 但黑與白的寫實境遇都有細膩的詮釋 是需要腦子跟著劇情一起思緒的電影
犯罪101,5.0,全是漫威大英雄
犯罪101,3.0,是否經費都花在卡司上面了，劇情實在是差強人意，度孤了好幾次😅
犯罪101,4.5,好看的大卡司
犯罪101,1.0,看了30分後，超冷場不知拖戲還是我睡神呼喚著我……哈哈！！
犯罪101,1.0,好拖的劇情，很努力忍住不睡著，明明卡司這麼強。唉......
犯罪101,3.5,劇情還好
犯罪101,2.0,"一開始就看不懂在演什麼？
收場也胡亂收一通"
魅影巨星,0.5,一言難盡 看不懂
魅影巨星,5.0,"為了A24與ANNE HEATHAWAY，於4月20日下班後衝去看，雙女主角的對手戲，演技細膩與情緒張力爆發相當精彩，劇情懸疑、疑似恐怖故事，但看到後來才發現「鬼魂」是一種象徵與隱喻，暗示兩人相愛的羈絆、兩人曾經的回憶、彼此由愛生恨的不甘心、渴望彼此的陪伴與依戀，種種情感化做牽絆彼此的「鬼魂」，最後雙方坦誠相待化解由愛生恨之心牆、心魔，而各自綻放與展現真實自我的美好，不再是對彼此懷著恨意，而是衷心祝福、鼓舞彼此
A24又製作了一部驚喜卻饒富詩意的好看電影，看得很開心，而且ANNE獻唱的每一首歌曲真的很好聽，歌曲歌詞與劇情發展相契合、引人入勝"
魅影巨星,1.5,"好久沒有一部電影
讓我那麼想快點結束從戲院奪門而出
從頭到尾不知道自己在看什麼"
海街日記,5.0,經典之作!
海街日記,5.0,經典必看，看一次被療癒一次:D
海街日記,5.0,"看完之後心裡有種暖暖的感覺, 不愧是療癒之作"
海街日記,4.5,好看
海街日記,5.0,經典👍
海街日記,5.0,真的好喜歡 想再去鎌倉了
海街日記,5.0,為什麼大家都不會老⋯⋯
海街日記,5.0,讚
海街日記,5.0,非常感人的日系電影，細膩刻畫劇情
海街日記,4.5,很喜愛是枝裕和拍出來的色調風格和作品，刻畫很細膩🥹
海街日記,4.5,👍👍👍
海街日記,5.0,沒想到還有機會在大銀幕重溫這部作品。
海街日記,5.0,👍👍👍
海街日記,5.0,經典
海街日記,5.0,很喜歡。
海街日記,5.0,經典好看
海街日記,5.0,😂
海街日記,5.0,燕
星與月是天上的洞,4.0,"週五下午休假到戲院去看首映
上班時間現場有七位觀眾
其實我當初看了片名
因看不出這是什麼怪片名
且又是日本片
決定先選其他新片來看
但實在找不到適合的
最終還是衝著影評寫道：
它是最成功的原著改編
所以就還是進戲院去瞧瞧👀
但說實話
主要的男女主角演技沒話說
純粹個人認為：
日片的慢節奏。還是覺得吃不消
所以扣一顆星星🌟"
誰想當老大,0.5,第一次看過最爛的韓片!
誰想當老大,0.5,非常非常非常難看
誰想當老大,0.5,爛片
誰想當老大,0.5,非常非常非常極致難看
誰想當老大,5.0,有夠好看
誰想當老大,4.0,劇情緊湊無冷場，蠻搞笑的，音樂也好聽！
誰想當老大,5.0,非常非常非常極致好看
如月車站2,5.0,出第二集了，有朋友說看起來是結束了，也有人說會再出第三集(￣∇￣)～
如月車站2,5.0,都市傳說的恐怖電影，非常好看，推薦
如月車站2,5.0,看完後很期待會不會再有第三集?
如月車站2,5.0,如月車站2延續日本都市傳說的詭譎氣氛，成功放大前作的異界不安感。電影在熟悉的鐵路場景中加入更多未知威脅，營造出壓迫又黏膩的恐懼氛圍。雖然敘事仍偏直線，但角色的心理變化與實體拍攝帶來的真實感，讓整體沉浸度提升，是一部粉絲向但誠意十足的續作。
如月車站2,4.5,可怕😱
如月車站2,5.0,看完三天不敢去車站。
如月車站2,0.5,"天殺的爛片
評價用洗的嗎"
如月車站2,5.0,讚
如月車站2,4.5,重口味，試試!
如月車站2,5.0,延續上一集的詭譎氛圍 故事終於結束了!
如月車站2,5.0,🤙🤙🤙
如月車站2,5.0,這部延續了都市傳說的詭異感，雖然預算感還是很重，但反轉跟結局的設計很有誠意，比起第一集更有驚喜，驚悚味也更濃！
如月車站2,5.0,讚👍
如月車站2,5.0,👍
如月車站2,5.0,👍👍👍
如月車站2,4.5,👏
如月車站2,5.0,沒想到前一集的故事還能這樣延伸！非常精彩的續集。
如月車站2,5.0,😨👍
如月車站2,5.0,😄
如月車站2,5.0,最後一幕太毛骨悚然👍
如月車站2,5.0,值得一看
如月車站2,5.0,好看的電影。女主角明日香真的是一個狠人，最後一次獻祭三千人。如果真的有出第三集，她有可能成為下一個魔王。
如月車站2,5.0,還算不錯，有頭有尾
如月車站2,5.0,"100分
沒有看過第一集的可以上網看五分鐘電影介紹"
如月車站2,5.0,我也想問，會不會出第三集
如月車站2,5.0,"仿照湯姆克魯斯曾經演出的電影”明日邊界”的構想，在死亡後驚醒 又復活回到現實世界，一次次不斷重複, 女主角試著找出破解所有卡關的秘訣。"
如月車站2,0.5,這評價到底真的假的，第一集難看到嚇到
泰殺歌后戰,5.0,"真的沒像到會這麼好看，大概前半小時稍無理頭，之後都蠻好看好笑的,演員間的搞笑、角色內心衝突...歌聲根本天籟~"
泰殺歌后戰,3.5,雖然也是嬉鬧，但比中國功夫好看多了，主角們唱歌都好聽，雖然有些離譜，是今年過年最像賀歲片的電影了
泰殺歌后戰,4.5,看預告覺得還好，看完之後，沒想到那麼好笑，難怪能排上農曆檔期
泰殺歌后戰,5.0,音樂好聽舞蹈動人，散場時，坐後面的小孩問媽媽⋯這麼好看為什麼人這麼少？好音樂餘音繚繞推薦給大家
穿越地獄之門,0.5,"第一次留言 看完覺得很無言 想看的人請三思
可能是我慧根不夠"
穿越地獄之門,4.5,"平反一下 電影配樂是整部電影的靈魂
我自己很喜歡 建議不看任何簡介去看電影
劇情會從平凡瞬間的急轉直下
造成極大的情緒落差 是很新鮮的觀影體驗
整部電影如電影名一樣 貫穿整部電影
另外 演員幾乎都是素人
舉手投足間都充滿生命的歷程及故事
光看這些人物的眼神、肢體、自然的演技
就很充滿魅力了
可惜的是沒有針對人物背後交代更多
但也或許不必要 電影要探討的很深 是對生命的見解
亦或是對戰亂的警世
這是近期自己很愛的一部作品
給這部電影下一個定義 會是：
發人省思的末日公路電影！"
穿越地獄之門,1.0,音響好大聲，劇情好無聊
穿越地獄之門,4.5,前面有點小悶，但越後面越震撼人心，生命是如此脆弱如此短暫。
蠱降,5.0,比想像的好看很多，蠻有警世感的，Kao Kao不是只有臉蛋，演技非常好。
蠱降,5.0,Kao超級婆...全神貫注在他身上
蠱降,5.0,非常好看的泰國恐怖電影，推薦一下
蠱降,5.0,糕好可愛😍有幾個橋段真的蠻可怕的
蠱降,5.0,多國聯合創作，讚！
蠱降,5.0,👍
蠱降,5.0,好久沒有看到有以前港產片風格的降頭題材電影了
蠱降,0.5,沒什麼內容的片子，邪降比較好看
蠱降,4.0,"可以看，但我覺得就中規中矩。
沒有到很噁心、就一般善惡理念的宣導片"
蠱降,5.0,還不錯的東南亞降頭片，推薦！
蠱降,0.5,劇情不憂….
蠱降,4.5,好看。恐怖。片子在長點更棒
蠱降,5.0,下蠱真的可怕
蠱降,5.0,這部真的重口味！整部片充滿獵奇的降頭儀式和噁心的蠱蟲特效，視覺衝擊力超強。雖然劇情邏輯稍微硬傷，但那種陰森、邪門的氛圍營造得很到位，看完真的會對東南亞傳說產生陰影，喜歡獵奇恐怖片的人必看！
蠱降,5.0,👍👍👍
蠱降,5.0,值得一看
蠱降,5.0,👍
蠱降,5.0,讚
蠱降,5.0,表情帝無誤。
蠱降,5.0,😄
蠱降,5.0,讚!
蠱降,0.5,不推，很無聊
蠱降,4.0,打到最後，變成漫威奇異博士？有沒有搞錯？
蠱降,5.0,可怕😱
高雄有顆藍寶石,4.5,遠比想像中好看，而且雖然是紀錄片，但是不管是故事鋪排或紀錄的部分，真的都非常流暢精彩。我看完的那一場，直到最後播完歌曲，觀眾還意猶未盡，久久不能自己。不管有沒有經歷秀場時代，都大大大推薦。
高雄有顆藍寶石,5.0,"很好看 描述那個年代最輝煌的藍寶石
值得觀看 結尾很感動"
尋秦記Plus+多元宇宙版,5.0,25年的回憶
尋秦記Plus+多元宇宙版,5.0,看到秦王在現代香港出現，感覺下集可以走奇異博士風格～😂😂
星光王子 Your Endless Call! 一起閃耀！Prism☆Tours,5.0,"非常享受的一部作品，只要認識任何一代星光系列的粉絲必看
已經準備多刷了"
秒速5公分(導演特別映像版),5.0,秒速5公分再次重返大銀幕，情緒依舊安靜卻深刻。新海誠用細膩的畫面與時間距離，描寫那些沒說出口的喜歡與錯過。導演特別映像版讓情感層次更沉澱，每一次列車經過、櫻花飄落，都像提醒著成長的代價。有些人不是不愛了，只是再也走不到同一個速度。
秒速5公分(導演特別映像版),5.0,加上了導演特別映像，看完非常感動，好像真的身歷其境在電影中。秒速5公分真的是神作
秒速5公分(導演特別映像版),5.0,前陣子才上戲院看秒速5公分真人版，沒想到等到動畫版重映!必須好好回味qq
秒速5公分(導演特別映像版),5.0,神作回歸! 大銀幕就是要看爆!
秒速5公分(導演特別映像版),5.0,讚
秒速5公分(導演特別映像版),5.0,導演版確實很不一樣
秒速5公分(導演特別映像版),5.0,一定要看的吧？
秒速5公分(導演特別映像版),5.0,經典👍
秒速5公分(導演特別映像版),5.0,是一部屬於青春的電影
秒速5公分(導演特別映像版),5.0,真的是憂鬱美學的天花板！畫面美到每一秒都能當桌布，但劇情卻殘酷到讓人心碎。那種「即使互傳千封簡訊，心卻沒靠近一公分」的距離感，精準捕捉了初戀的遺憾。看完後，對著平交道真的會莫名發呆很久。
秒速5公分(導演特別映像版),5.0,值得一看
秒速5公分(導演特別映像版),5.0,推
秒速5公分(導演特別映像版),5.0,👍👍👍
秒速5公分(導演特別映像版),5.0,非常好看的電影，推薦一下
秒速5公分(導演特別映像版),5.0,👍
秒速5公分(導演特別映像版),5.0,☺️👍
秒速5公分(導演特別映像版),5.0,經典就是要在大螢幕上看
秒速5公分(導演特別映像版),5.0,很喜歡，感覺被療癒了。
秒速5公分(導演特別映像版),5.0,胃痛
秒速5公分(導演特別映像版),5.0,😄
弒婚遊戲：2度開局,3.5,"覺得第一集比較新鮮有趣，第二集的反派感覺有點雷聲大雨點小...
不過同樣惡趣味打殺片，個人覺得整體表現比他們要殺你好些！"
弒婚遊戲：2度開局,4.0,劇情流暢度不錯，夠狗血，值得一看。
弒婚遊戲：2度開局,2.5,還是第一集比較好看
弒婚遊戲：2度開局,4.5,好看，節奏很快
弒婚遊戲：2度開局,5.0,好看
弒婚遊戲：2度開局,5.0,很好看 結局非常帥
弒婚遊戲：2度開局,5.0,我覺得還不錯看，比起精彩度當然第一集比較精彩，不過第二集的內容也滿不錯的
弒婚遊戲：2度開局,4.5,追殺遊戲。殺好。殺滿
弒婚遊戲：2度開局,4.5,我本來預期第二集會無法超越，甚至加入妹妹會拖累女主的俐落感，但結果整體看起來還是很精彩，一樣有刺激、血腥、出乎意料，是值得推薦，好看的爽片🤩🤩
弒婚遊戲：2度開局,5.0,爽片
弒婚遊戲：2度開局,4.0,"感覺還能有後續 不錯看
只是血腥程度我覺得第一集比較重"
弒婚遊戲：2度開局,5.0,超越第一集，更精彩，更刺激。
弒婚遊戲：2度開局,5.0,好看～反殺過程再拉長會更過癮！
弒婚遊戲：2度開局,4.5,比第一集好看
弒婚遊戲：2度開局,5.0,爽片
弒婚遊戲：2度開局,4.5,覺得好看！沒有冷場！殺好殺滿。血腥到味
弒婚遊戲：2度開局,3.5,還行，但沒什麼爆點，看完就忘了
弒婚遊戲：2度開局,4.0,可以去看看！但我覺得普通啦，雖然有姐妹情深的議題
弒婚遊戲：2度開局,5.0,很精彩好看 女主角那一雙靈動的藍眼睛很有戲
弒婚遊戲：2度開局,2.0,不推👎
總統的蛋糕,5.0,從一個市井小民的眼睛，看伊拉克這個國家～主角小孩們的視角和大人不同，全篇沒有沈重的控訴，但可以看出窮困與不義～
機動戰士鋼彈 閃光的哈薩威 喀耳刻的魔女,0.5,沒有意思了！不是熟悉的相關的 TV的人物。只有鋼彈還可以，表現太馬馬虎虎了。但是，劇情發展普通的，不足以前的鋼彈 W的劇場版，主題發展，表現人物關係，鋼彈戰鬥熱翻天的。
機動戰士鋼彈 閃光的哈薩威 喀耳刻的魔女,5.0,肯尼斯還是很帥
機動戰士鋼彈 閃光的哈薩威 喀耳刻的魔女,5.0,哈薩威需要看醫生
邪降：覺醒,5.0,"復仇的血腥程度超標⋯
降頭的法力超邪門的！好看很爽ㄉ片🔥"
邪降：覺醒,4.5,滿噁，好看
邪降：覺醒,4.0,邪降5(【邪降：覺醒】；Panor 2)比邪降4(【邪降女帝】；黑煞女)的表現更好多了，包含有意義的劇情、豐富的法術、主角表演極好。
邪降：覺醒,5.0,推給喜歡噁心畫面和大開殺戒的人🥹
邪降：覺醒,4.5,昨天才去看超好看的，爽度破表
邪降：覺醒,3.5,女主角演得很好，其他人的演技會一直讓人出戲……不得不說，邪降還是初代潘老師那系列最經典啊～現在太多特效，又做得不好，明顯很假
邪降：覺醒,4.5,好噁 但是還不錯看
邪降：覺醒,5.0,好看爆！恐怖又血腥，降頭獵殺超爽
邪降：覺醒,5.0,恐怖。殺到爆。受不了。太好看。。粉猛。快來看別等了
邪降：覺醒,5.0,超噁心超可怕的，所有人都會下降頭也是蠻厲害的👍
邪降：覺醒,2.0,"浪費時間 浪費錢去看吐昆蟲🐛 推薦去浪費時間
結局無法接受"
深度安靜,5.0,"值得推薦
用「深度安靜」的心 去理解劇中演員/導演要傳遞的故事
很多無法表達或透露的心事 即使記憶已剩片段
但～
哪一天或 一個點 一句話 會引爆的 也會使人失控"
深度安靜,2.5,我覺得不好看
深度安靜,3.0,拍攝背景太過凸顯恐懼。林依晨的表達深刻，
深度安靜,5.0,我•沒•電•了
深度安靜,5.0,一部值得安靜品味的電影。導演有在訪談中提到，林依晨並非自殺，所以整部片看完到回家後都還在細細品味這件事，是一部看完餘韻綿長的電影。
深度安靜,3.5,🇹🇼
深度安靜,1.5,這3分是給張孝全的。看得很痛苦，什麼都不說，什麼都壓抑，讓人無所適從。
深度安靜,1.0,深度緩慢，深度催眠
深度安靜,0.5,電影內容跟片名無違和感
心機特務,5.0,溫馨感人，細膩描寫每一個心動時分！小女孩活潑自然深得我心🥳
心機特務,5.0,打發時間 劇情滿好笑的也不無聊
